slm_wavelength,phases,amplitudes
812.5999999999999,0.568142852967413,1.0
812.8,3.6949541994081128,1.0
813.0,3.6949541994081128,1.0
813.1999999999999,3.6949541994081128,1.0
813.4,3.6949541994081128,1.0
813.5999999999999,0.3550129515308672,1.0
813.8,0.3550129515308672,1.0
814.0,0.3550129515308672,1.0
814.1999999999999,0.3550129515308672,1.0
814.4,1.4576378844458484,1.0
814.5999999999999,1.4576378844458484,1.0
814.8,1.4576378844458484,1.0
815.0,1.4576378844458484,1.0
815.1999999999999,0.8767679463695915,1.0
815.4,0.8767679463695915,1.0
815.5999999999999,0.8767679463695915,1.0
815.8,0.8767679463695915,1.0
816.0,4.913338751663467,1.0
816.1999999999999,4.913338751663467,1.0
816.4,4.913338751663467,1.0
816.5999999999999,4.913338751663467,1.0
816.8,4.227563039439379,1.0
817.0,4.227563039439379,1.0
817.1999999999999,4.227563039439379,1.0
817.4,4.227563039439379,1.0
817.5999999999999,4.198361531486598,1.0
817.8,4.198361531486598,1.0
818.0,4.198361531486598,1.0
818.1999999999999,4.198361531486598,1.0
818.4,3.8948332487569086,1.0
818.5999999999999,3.8948332487569086,1.0
818.8,3.8948332487569086,1.0
819.0,3.8948332487569086,1.0
819.1999999999999,3.9299483196436547,1.0
819.4,3.9299483196436547,1.0
819.5999999999999,3.9299483196436547,1.0
819.8,3.9299483196436547,1.0
820.0,3.7536730042161404,1.0
820.1999999999999,3.7536730042161404,1.0
820.4,3.7536730042161404,1.0
820.5999999999999,3.7536730042161404,1.0
820.8,1.0515980945164185,1.0
821.0,1.0515980945164185,1.0
821.1999999999999,1.0515980945164185,1.0
821.4,1.0515980945164185,1.0
821.5999999999999,4.439405098295135,1.0
821.8,4.439405098295135,1.0
822.0,4.439405098295135,1.0
822.1999999999999,4.439405098295135,1.0
822.4,0.7657890188166172,1.0
822.5999999999999,0.7657890188166172,1.0
822.8,0.7657890188166172,1.0
823.0,0.7657890188166172,1.0
823.1999999999999,5.959437507956938,1.0
823.4,5.959437507956938,1.0
823.5999999999999,5.959437507956938,1.0
823.8,5.959437507956938,1.0
824.0,6.050561155153898,1.0
824.1999999999999,6.050561155153898,1.0
824.4,6.050561155153898,1.0
824.5999999999999,6.050561155153898,1.0
824.8,5.87967854659411,1.0
825.0,5.87967854659411,1.0
825.1999999999999,5.87967854659411,1.0
825.4,5.87967854659411,1.0
825.5999999999999,5.3623216946789025,1.0
825.8,5.3623216946789025,1.0
826.0,5.3623216946789025,1.0
826.1999999999999,5.3623216946789025,1.0
826.4,6.088488065627235,1.0
826.5999999999999,6.088488065627235,1.0
826.8,6.088488065627235,1.0
827.0,6.088488065627235,1.0
827.1999999999999,0.6226270210068867,1.0
827.4,0.6226270210068867,1.0
827.5999999999999,0.6226270210068867,1.0
827.8,0.6226270210068867,1.0
828.0,4.444668429535518,1.0
828.1999999999999,4.444668429535518,1.0
828.4,4.444668429535518,1.0
828.5999999999999,4.444668429535518,1.0
828.8,0.9609719062254841,1.0
829.0,0.9609719062254841,1.0
829.1999999999999,0.9609719062254841,1.0
829.4,0.9609719062254841,1.0
829.5999999999999,0.25008230943627147,1.0
829.8,0.25008230943627147,1.0
830.0,0.25008230943627147,1.0
830.1999999999999,0.25008230943627147,1.0
830.4,3.3521589511258707,1.0
830.5999999999999,3.3521589511258707,1.0
830.8,3.3521589511258707,1.0
831.0,3.3521589511258707,1.0
831.1999999999999,1.7296189486148608,1.0
831.4,1.7296189486148608,1.0
831.5999999999999,1.7296189486148608,1.0
831.8,1.7296189486148608,1.0
832.0,5.15620320024967,1.0
832.1999999999999,5.15620320024967,1.0
832.4,5.15620320024967,1.0
832.5999999999999,5.15620320024967,1.0
832.8,0.6632867378008767,1.0
833.0,0.6632867378008767,1.0
833.1999999999999,0.6632867378008767,1.0
833.4,0.6632867378008767,1.0
833.5999999999999,5.550707474061152,1.0
833.8,5.550707474061152,1.0
834.0,5.550707474061152,1.0
834.1999999999999,5.550707474061152,1.0
834.4,0.5157156686178839,1.0
834.5999999999999,0.5157156686178839,1.0
834.8,0.5157156686178839,1.0
835.0,0.5157156686178839,1.0
835.1999999999999,3.6596995818757048,1.0
835.4,3.6596995818757048,1.0
835.5999999999999,3.6596995818757048,1.0
835.8,3.6596995818757048,1.0
836.0,5.905919884931522,1.0
836.1999999999999,5.905919884931522,1.0
836.4,5.905919884931522,1.0
836.5999999999999,5.905919884931522,1.0
836.8,0.3840118636244834,1.0
837.0,0.3840118636244834,1.0
837.1999999999999,0.3840118636244834,1.0
837.4,0.3840118636244834,1.0
837.5999999999999,3.5775037707539346,1.0
837.8,3.5775037707539346,1.0
838.0,3.5775037707539346,1.0
838.1999999999999,3.5775037707539346,1.0
838.4,4.152750148366778,1.0
838.5999999999999,4.152750148366778,1.0
838.8,4.152750148366778,1.0
839.0,4.152750148366778,1.0
839.1999999999999,4.385978056546544,1.0
839.4,4.385978056546544,1.0
839.5999999999999,4.385978056546544,1.0
839.8,4.385978056546544,1.0
840.0,0.2110663469764023,1.0
840.1999999999999,0.2110663469764023,1.0
840.4,0.2110663469764023,1.0
840.5999999999999,0.2110663469764023,1.0
840.8,2.8773012719260125,1.0
841.0,2.8773012719260125,1.0
841.1999999999999,2.8773012719260125,1.0
841.4,2.8773012719260125,1.0
841.5999999999999,4.116342494231328,1.0
841.8,4.116342494231328,1.0
842.0,4.116342494231328,1.0
842.1999999999999,4.116342494231328,1.0
842.4,4.7576942374091,1.0
842.5999999999999,4.7576942374091,1.0
842.8,4.7576942374091,1.0
843.0,4.7576942374091,1.0
843.1999999999999,4.172421242344538,1.0
843.4,4.172421242344538,1.0
843.5999999999999,4.172421242344538,1.0
843.8,4.172421242344538,1.0
844.0,2.8865706227959236,1.0
844.1999999999999,2.8865706227959236,1.0
844.4,2.8865706227959236,1.0
844.5999999999999,2.8865706227959236,1.0
844.8,4.210147778644124,1.0
845.0,4.210147778644124,1.0
845.1999999999999,4.210147778644124,1.0
845.4,4.210147778644124,1.0
845.5999999999999,2.734742934953325,1.0
845.8,2.734742934953325,1.0
846.0,2.734742934953325,1.0
846.1999999999999,2.734742934953325,1.0
846.4,3.4394027674247285,1.0
846.5999999999999,3.4394027674247285,1.0
846.8,3.4394027674247285,1.0
847.0,3.4394027674247285,1.0
847.1999999999999,2.662273397739598,1.0
847.4,2.662273397739598,1.0
847.5999999999999,2.662273397739598,1.0
847.8,2.662273397739598,1.0
848.0,5.291121258509242,1.0
848.1999999999999,5.291121258509242,1.0
848.4,5.291121258509242,1.0
848.5999999999999,5.291121258509242,1.0
848.8,1.399896743075851,1.0
849.0,1.399896743075851,1.0
849.1999999999999,1.399896743075851,1.0
849.4,1.399896743075851,1.0
849.5999999999999,2.140124930205206,1.0
849.8,2.140124930205206,1.0
850.0,2.140124930205206,1.0
850.1999999999999,2.140124930205206,1.0
850.4,1.6732121850200514,1.0
850.5999999999999,1.6732121850200514,1.0
850.8,1.6732121850200514,1.0
851.0,1.6732121850200514,1.0
851.1999999999999,0.9205516073370583,1.0
851.4,0.9205516073370583,1.0
851.5999999999999,0.9205516073370583,1.0
851.8,0.9205516073370583,1.0
852.0,5.831214448084546,1.0
852.1999999999999,5.831214448084546,1.0
852.4,5.831214448084546,1.0
852.5999999999999,5.831214448084546,1.0
852.8,1.3588864142671153,1.0
853.0,1.3588864142671153,1.0
853.1999999999999,1.3588864142671153,1.0
853.4,1.3588864142671153,1.0
853.5999999999999,3.7110163888622965,1.0
853.8,3.7110163888622965,1.0
854.0,3.7110163888622965,1.0
854.1999999999999,3.7110163888622965,1.0
854.4,0.8128062458704716,1.0
854.5999999999999,0.8128062458704716,1.0
854.8,0.8128062458704716,1.0
855.0,0.8128062458704716,1.0
855.1999999999999,3.7826912525689407,1.0
855.4,3.7826912525689407,1.0
855.5999999999999,3.7826912525689407,1.0
855.8,3.7826912525689407,1.0
856.0,0.15087582059596358,1.0
856.1999999999999,0.15087582059596358,1.0
856.4,0.15087582059596358,1.0
856.5999999999999,0.15087582059596358,1.0
856.8,2.2483115699281715,1.0
857.0,2.2483115699281715,1.0
857.1999999999999,2.2483115699281715,1.0
857.4,2.2483115699281715,1.0
857.5999999999999,4.739955035109289,1.0
857.8,4.739955035109289,1.0
858.0,4.739955035109289,1.0
858.1999999999999,4.739955035109289,1.0
858.4,2.5577098089556607,1.0
858.5999999999999,2.5577098089556607,1.0
858.8,2.5577098089556607,1.0
859.0,2.5577098089556607,1.0
859.1999999999999,3.1168637682145066,1.0
859.4,3.1168637682145066,1.0
859.5999999999999,3.1168637682145066,1.0
859.8,3.1168637682145066,1.0
860.0,0.5882405476787141,1.0
860.1999999999999,0.5882405476787141,1.0
860.4,0.5882405476787141,1.0
860.5999999999999,0.5882405476787141,1.0
860.8,4.5524473911782595,1.0
861.0,4.5524473911782595,1.0
861.1999999999999,4.5524473911782595,1.0
861.4,4.5524473911782595,1.0
861.5999999999999,4.936000966751145,1.0
861.8,4.936000966751145,1.0
862.0,4.936000966751145,1.0
862.1999999999999,4.936000966751145,1.0
862.4,1.5200328636863316,1.0
862.5999999999999,1.5200328636863316,1.0
862.8,1.5200328636863316,1.0
863.0,1.5200328636863316,1.0
863.1999999999999,5.523590552748392,1.0
863.4,5.523590552748392,1.0
863.5999999999999,5.523590552748392,1.0
863.8,5.523590552748392,1.0
