fitAve,fitMax,fitMin,rawAve,rawDev,rawMax,rawMin,rawVar
0.032485748955030994,0.09250714336642253,0.0,0.06861938033568865,0.016233383781547973,0.12865975613901526,0.032572381860694666,0.0002635227489990247
0.009131016908286356,0.02944691761180438,0.0,0.035344103544565665,0.0045519736732977465,0.055687073809774564,0.02359171957798443,2.0720464322395763e-05
0.005345014061494437,0.015562166076186941,0.0,0.0259263976693662,0.0026678949180664914,0.03615277390942016,0.01962350949284857,7.1176632938450104e-06
0.004030579914017793,0.012811209049447743,0.0,0.02095335846747379,0.002014849435155721,0.029734868646610093,0.016759415258921443,4.0596182463473305e-06
0.0031338153523119017,0.009520785375088695,0.0,0.017415110599067512,0.0015647709516369455,0.02380635407088232,0.013547023444296995,2.448508131086792e-06
0.002340621733838212,0.006987104927239396,0.0,0.014554813335670337,0.0011696952189320649,0.0192025278250456,0.011726397101948272,1.3681869051925314e-06
0.0022977608004904624,0.008863503519998074,1.4827676037779819e-05,0.012613785632101677,0.0011488804002452255,0.0191795283516093,0.010330852507649004,1.3199261740676296e-06
0.0014578325125415412,0.00499249522035484,8.13506430316145e-05,0.0108131527558866,0.0007289162562707747,0.014347815463699887,0.009436670886376664,5.313189086558018e-07
0.001514100364486738,0.004620481572438462,0.0,0.009968456008408098,0.0007569203980637497,0.01307509678471906,0.008375513640089042,5.729284890049854e-07
0.0015117051739180394,0.0055982461199379175,0.0002610434058420005,0.008975790496148491,0.0007558525869590165,0.013062331442168377,0.0077251287280724595,5.713131332126376e-07
0.0014252742979855193,0.004339574729882174,0.00043754921764486277,0.00827628744595772,0.0007126371489927577,0.01119058787785438,0.007288562365617069,5.078517061245259e-07
0.001260619559930454,0.004678938904045353,0.0,0.007781739254514981,0.0006301466752832853,0.011200384807993765,0.006358341222007304,3.9708483237057793e-07
0.0012329164639437939,0.004611637228004895,0.0003622696599829074,0.006909205132374854,0.0006164582319718963,0.010287925896435957,0.006038558328413969,3.800207517659161e-07
0.0011894491350538925,0.0037466558401810695,0.00029326376962620086,0.0065765142647208254,0.0005947245675269452,0.009133720969848005,0.005680328899293137,3.5369731122011214e-07
0.0012271757671253616,0.004298856921370903,0.0004672650194977707,0.00621490879420741,0.0006135878835626808,0.00928658994845295,0.005454998046579819,3.7649009085492985e-07
0.0010804476218872153,0.004760011877990482,0.00036458946314572513,0.005916817109004242,0.0005402238109436106,0.009596381365107504,0.005200958950262746,2.918417659104381e-07
0.0011764311958987268,0.004856259649825,0.00033887562302991367,0.005698815359959744,0.0005882155979493617,0.00937864381388602,0.0048612597870909355,3.459975896709252e-07
0.0015261074487342447,0.0064557072905369614,0.0006350403774398638,0.005438161863768591,0.0007630537243671221,0.01036776170557131,0.00454709479247421,5.822509862705362e-07
0.00125935011557615,0.003807254180761991,0.0004859508782690428,0.005114130910090769,0.000629675057788075,0.007662034975276609,0.004340731672783662,3.964906784004156e-07
0.0013833817998195686,0.006236749513720082,0.0006052981827045482,0.0048768954496304215,0.0006916908999097895,0.009730263163530923,0.004098811832515389,4.784363010180143e-07
0.0015233797150851008,0.005385117997330476,0.0006805121295763406,0.004715460692676711,0.0007616898575425503,0.008577198974922085,0.00387259310716795,5.801714390831903e-07
0.0012077417411946346,0.00395970594025804,0.00044055907710874163,0.004412335486820183,0.0006038708705973171,0.007164299685883589,0.00364515282273429,3.646600283559617e-07
0.0012477175198719994,0.0049035823006487785,0.000527049486370554,0.004201550826830353,0.0006238587599359987,0.007857415607607136,0.003480882793328909,3.8919975234888225e-07
0.001153866766673325,0.003992253328940742,0.0005277820466831628,0.0039931489883060075,0.0005769333833366594,0.006831535550573432,0.0033670642683158525,3.3285212880828475e-07
0.0011794103289316307,0.004299456406326544,0.0005464577848577372,0.0038985015772362843,0.0005897051644658156,0.0070185476546311965,0.003265549033162391,3.477521809976545e-07
0.001230654941275355,0.004143950488655804,0.000572922368527596,0.003791504960552433,0.0006153274706376762,0.006704800507932885,0.0031337723878046768,3.7862789612136017e-07
